city,country,Gender,Date,Card Type,Exp Type,amount,day_name,holiday_name,holiday_type
Delhi," India",Female,2015-04-14,Silver,Bills,391325,"Tuesday  ",Vaisakhi,"Restricted Holiday"
Ahmedabad," India",Female,2014-10-07,Silver,Bills,530244,"Tuesday  ",,
"Greater Mumbai"," India",Female,2014-04-16,Signature,Bills,668736,Wednesday,,
Bengaluru," India",Female,2014-12-03,Gold,Bills,517448,Wednesday,,
Ahmedabad," India",Female,2014-08-03,Platinum,Bills,788531,"Sunday   ","Friendship Day",Observance
Ahmedabad," India",Female,2014-03-17,Gold,Bills,474729,"Monday   ",Holi,"Restricted Holiday"
Bengaluru," India",Female,2015-01-16,Platinum,Bills,590841,"Friday   ",,
"Greater Mumbai"," India",Female,2014-01-05,Platinum,Bills,608427,"Sunday   ",,
Delhi," India",Female,2015-05-02,Silver,Bills,719835,"Saturday ",,
Delhi," India",Female,2013-12-30,Signature,Bills,375139,"Monday   ",,
Bengaluru," India",Female,2014-05-19,Platinum,Bills,229589,"Monday   ",,
Bengaluru," India",Female,2014-07-05,Signature,Bills,376453,"Saturday ",,
Delhi," India",Female,2013-10-10,Signature,Bills,360009,"Thursday ","First Day of Durga Puja Festivities","Observance, Hinduism"
Ahmedabad," India",Female,2014-08-03,Signature,Bills,770346,"Sunday   ","Friendship Day",Observance
"Greater Mumbai"," India",Female,2015-05-23,Signature,Bills,489043,"Saturday ",,
Bengaluru," India",Female,2014-11-11,Platinum,Bills,503037,"Tuesday  ",,
"Greater Mumbai"," India",Female,2014-01-11,Platinum,Bills,731261,"Saturday ",,
Ahmedabad," India",Female,2014-02-14,Signature,Bills,262755,"Friday   ","Valentine's Day",Observance
Ahmedabad," India",Female,2014-02-14,Signature,Bills,262755,"Friday   ","Guru Ravidas Jayanti","Restricted Holiday"
"Greater Mumbai"," India",Female,2014-07-16,Gold,Bills,825475,Wednesday,,
"Greater Mumbai"," India",Female,2014-02-24,Platinum,Bills,922630,"Monday   ","Maharishi Dayanand Saraswati Jayanti","Restricted Holiday"
Delhi," India",Female,2014-09-25,Gold,Bills,752172,"Thursday ","First Day of Sharad Navratri","Observance, Hinduism"
Ahmedabad," India",Female,2014-06-11,Gold,Bills,418009,Wednesday,,
Delhi," India",Female,2014-06-07,Signature,Bills,994537,"Saturday ",,
"Greater Mumbai"," India",Female,2014-08-02,Silver,Bills,922206,"Saturday ",,
"Greater Mumbai"," India",Female,2014-05-21,Signature,Bills,389097,Wednesday,,
Bengaluru," India",Female,2015-04-04,Signature,Bills,880778,"Saturday ","First day of Passover",Observance
"Greater Mumbai"," India",Female,2015-03-03,Gold,Bills,327971,"Tuesday  ",,
Bengaluru," India",Female,2014-03-02,Signature,Bills,689201,"Sunday   ",,
Bengaluru," India",Female,2015-05-17,Silver,Bills,792440,"Sunday   ",,
Bengaluru," India",Female,2015-03-17,Signature,Bills,602222,"Tuesday  ",,
Ahmedabad," India",Female,2014-09-03,Platinum,Bills,502399,Wednesday,,
Ahmedabad," India",Female,2014-03-17,Silver,Bills,272804,"Monday   ",Holi,"Restricted Holiday"
Bengaluru," India",Female,2014-06-06,Platinum,Bills,613280,"Friday   ",,
Delhi," India",Female,2014-10-17,Signature,Bills,876491,"Friday   ",,
Bengaluru," India",Female,2014-02-25,Silver,Bills,820217,"Tuesday  ",,
"Greater Mumbai"," India",Female,2014-09-06,Signature,Bills,994184,"Saturday ",Onam,"Restricted Holiday"
Ahmedabad," India",Female,2013-12-07,Platinum,Bills,515263,"Saturday ",,
Ahmedabad," India",Female,2014-08-28,Signature,Bills,338527,"Thursday ",,
Ahmedabad," India",Female,2014-06-16,Silver,Bills,934683,"Monday   ",,
Ahmedabad," India",Female,2014-07-07,Signature,Bills,454570,"Monday   ",,
"Greater Mumbai"," India",Female,2015-01-28,Gold,Bills,654519,Wednesday,,
Ahmedabad," India",Female,2014-06-12,Gold,Bills,958047,"Thursday ",,
Bengaluru," India",Female,2013-11-03,Silver,Bills,465281,"Sunday   ",Diwali/Deepavali,"Gazetted Holiday"
Ahmedabad," India",Female,2013-12-31,Signature,Bills,653161,"Tuesday  ","New Year's Eve",Observance
Ahmedabad," India",Female,2014-04-14,Gold,Bills,307350,"Monday   ","Ambedkar Jayanti",Observance
Ahmedabad," India",Female,2014-04-14,Gold,Bills,307350,"Monday   ",Vaisakhi,"Restricted Holiday"
"Greater Mumbai"," India",Female,2014-08-27,Silver,Bills,41002,Wednesday,,
Bengaluru," India",Female,2014-01-03,Silver,Bills,34743,"Friday   ",,
Bengaluru," India",Female,2014-09-26,Signature,Bills,195589,"Friday   ",,
Bengaluru," India",Female,2014-03-10,Signature,Bills,204735,"Monday   ",,
Ahmedabad," India",Female,2014-05-14,Signature,Bills,118112,Wednesday,"Buddha Purnima/Vesak","Gazetted Holiday"
"Greater Mumbai"," India",Female,2013-12-12,Platinum,Bills,61572,"Thursday ",,
Delhi," India",Female,2015-02-25,Gold,Bills,274938,Wednesday,,
"Greater Mumbai"," India",Female,2014-02-21,Signature,Bills,43854,"Friday   ",,
Delhi," India",Female,2014-04-27,Gold,Bills,8798,"Sunday   ",,
"Greater Mumbai"," India",Female,2015-05-08,Gold,Bills,192241,"Friday   ",,
Bengaluru," India",Female,2014-04-10,Silver,Bills,128164,"Thursday ",,
Delhi," India",Female,2014-04-28,Signature,Bills,249061,"Monday   ",,
"Greater Mumbai"," India",Female,2014-01-29,Gold,Bills,275283,Wednesday,,
"Greater Mumbai"," India",Female,2014-01-03,Platinum,Bills,172194,"Friday   ",,
Ahmedabad," India",Female,2015-05-13,Gold,Bills,13162,Wednesday,,
Bengaluru," India",Female,2015-02-05,Platinum,Bills,3427,"Thursday ",,
Bengaluru," India",Female,2015-01-07,Gold,Bills,171374,Wednesday,,
Delhi," India",Female,2015-02-19,Signature,Bills,286251,"Thursday ","Lunar New Year",Observance
Delhi," India",Female,2015-02-19,Signature,Bills,286251,"Thursday ","Shivaji Jayanti","Restricted Holiday"
Ahmedabad," India",Female,2014-10-19,Platinum,Bills,123417,"Sunday   ",,
Delhi," India",Female,2013-12-03,Silver,Bills,81088,"Tuesday  ",,
Ahmedabad," India",Female,2014-10-26,Signature,Bills,64113,"Sunday   ",,
Bengaluru," India",Female,2014-03-27,Platinum,Bills,54374,"Thursday ",,
Ahmedabad," India",Female,2015-03-18,Signature,Bills,175515,Wednesday,,
Delhi," India",Female,2013-11-25,Gold,Bills,78773,"Monday   ",,
Bengaluru," India",Female,2014-06-25,Signature,Bills,143515,Wednesday,,
Delhi," India",Female,2014-11-22,Silver,Bills,263613,"Saturday ",,
"Greater Mumbai"," India",Female,2015-04-22,Platinum,Bills,265434,Wednesday,,
Delhi," India",Female,2014-06-03,Signature,Bills,87839,"Tuesday  ",,
Delhi," India",Female,2014-06-16,Signature,Bills,60905,"Monday   ",,
Delhi," India",Female,2015-04-09,Platinum,Bills,199726,"Thursday ",,
Delhi," India",Female,2015-01-20,Silver,Bills,267896,"Tuesday  ",,
Ahmedabad," India",Female,2013-12-31,Gold,Bills,198937,"Tuesday  ","New Year's Eve",Observance
"Greater Mumbai"," India",Female,2014-10-02,Gold,Bills,90745,"Thursday ","Maha Ashtami","Restricted Holiday"
"Greater Mumbai"," India",Female,2014-10-02,Gold,Bills,90745,"Thursday ","Mahatma Gandhi Jayanti","Gazetted Holiday"
"Greater Mumbai"," India",Female,2014-07-24,Silver,Bills,86676,"Thursday ",,
"Greater Mumbai"," India",Female,2015-05-08,Platinum,Bills,163574,"Friday   ",,
"Greater Mumbai"," India",Female,2015-04-27,Signature,Bills,2138,"Monday   ",,
Bengaluru," India",Female,2014-06-11,Silver,Bills,253749,Wednesday,,
Delhi," India",Female,2014-06-06,Platinum,Bills,60187,"Friday   ",,
Bengaluru," India",Female,2015-03-03,Platinum,Bills,15566,"Tuesday  ",,
"Greater Mumbai"," India",Female,2014-07-11,Signature,Bills,242144,"Friday   ",,
Delhi," India",Female,2014-03-17,Platinum,Bills,114049,"Monday   ",Holi,"Restricted Holiday"
Bengaluru," India",Female,2014-03-17,Gold,Bills,100992,"Monday   ",Holi,"Restricted Holiday"
Delhi," India",Female,2014-03-03,Silver,Bills,173017,"Monday   ",,
"Greater Mumbai"," India",Female,2014-06-07,Gold,Bills,279567,"Saturday ",,
Delhi," India",Female,2013-12-28,Signature,Bills,25016,"Saturday ",,
Delhi," India",Female,2013-11-11,Silver,Bills,157982,"Monday   ",,
Bengaluru," India",Female,2014-05-17,Signature,Bills,240387,"Saturday ",,
Delhi," India",Female,2014-08-31,Platinum,Bills,134030,"Sunday   ",,
Bengaluru," India",Female,2015-01-26,Gold,Bills,108651,"Monday   ","Republic Day","Gazetted Holiday"
Delhi," India",Female,2014-01-17,Gold,Bills,138617,"Friday   ",,
Bengaluru," India",Female,2014-01-27,Signature,Bills,98963,"Monday   ",,
Delhi," India",Female,2013-12-24,Silver,Bills,25486,"Tuesday  ","Christmas Eve","Restricted Holiday"
Delhi," India",Female,2015-03-03,Gold,Bills,231140,"Tuesday  ",,
Ahmedabad," India",Female,2013-10-22,Gold,Bills,20032,"Tuesday  ","Karaka Chaturthi (Karva Chauth)","Restricted Holiday"
"Greater Mumbai"," India",Female,2015-01-14,Gold,Bills,293938,Wednesday,,
Delhi," India",Female,2014-01-11,Silver,Bills,88175,"Saturday ",,
Ahmedabad," India",Female,2015-02-07,Platinum,Bills,105297,"Saturday ",,
Delhi," India",Female,2013-10-08,Platinum,Bills,129169,"Tuesday  ",,
"Greater Mumbai"," India",Female,2014-08-14,Signature,Bills,172386,"Thursday ",,
"Greater Mumbai"," India",Female,2015-05-09,Platinum,Bills,46369,"Saturday ","Birthday of Rabindranath","Restricted Holiday"
"Greater Mumbai"," India",Female,2014-04-02,Silver,Bills,158636,Wednesday,,
Delhi," India",Female,2014-11-26,Signature,Bills,87219,Wednesday,,
Delhi," India",Female,2014-11-16,Gold,Bills,183445,"Sunday   ",,
Bengaluru," India",Female,2014-06-27,Silver,Bills,147977,"Friday   ",,
Ahmedabad," India",Female,2014-11-19,Platinum,Bills,243279,Wednesday,,
Bengaluru," India",Female,2014-04-04,Platinum,Bills,243950,"Friday   ",,
Delhi," India",Female,2015-04-14,Silver,Bills,32548,"Tuesday  ","Ambedkar Jayanti",Observance
Delhi," India",Female,2015-04-14,Silver,Bills,32548,"Tuesday  ",Vaisakhi,"Restricted Holiday"
Delhi," India",Female,2013-12-09,Platinum,Bills,118126,"Monday   ",,
"Greater Mumbai"," India",Female,2013-11-30,Platinum,Bills,13325,"Saturday ",,
"Greater Mumbai"," India",Female,2014-02-16,Gold,Bills,295055,"Sunday   ",,
"Greater Mumbai"," India",Female,2015-01-12,Platinum,Bills,64764,"Monday   ",,
Bengaluru," India",Female,2014-02-03,Platinum,Bills,174520,"Monday   ",,
Delhi," India",Female,2013-11-05,Signature,Bills,72763,"Tuesday  ","Bhai Duj","Restricted Holiday"
"Greater Mumbai"," India",Female,2014-09-27,Signature,Bills,269809,"Saturday ",,
Delhi," India",Female,2014-06-29,Silver,Bills,81145,"Sunday   ","Rath Yatra","Restricted Holiday"
Ahmedabad," India",Female,2014-07-13,Silver,Bills,25948,"Sunday   ",,
"Greater Mumbai"," India",Female,2015-01-23,Silver,Bills,120188,"Friday   ",,
"Greater Mumbai"," India",Female,2014-12-05,Signature,Bills,8259,"Friday   ",,
Delhi," India",Female,2014-04-15,Signature,Bills,285830,"Tuesday  ","Mesadi / Vaisakhadi","Restricted Holiday"
Delhi," India",Female,2014-04-15,Signature,Bills,285830,"Tuesday  ","First day of Passover",Observance
Bengaluru," India",Female,2015-04-27,Gold,Bills,67039,"Monday   ",,
Ahmedabad," India",Female,2014-07-25,Gold,Bills,14370,"Friday   ","Jamat Ul-Vida","Restricted Holiday"
Ahmedabad," India",Female,2014-10-10,Platinum,Bills,54304,"Friday   ",,
"Greater Mumbai"," India",Female,2013-10-18,Gold,Bills,188856,"Friday   ","Maharishi Valmiki Jayanti","Restricted Holiday"
Ahmedabad," India",Female,2014-01-18,Gold,Bills,44635,"Saturday ",,
"Greater Mumbai"," India",Female,2013-11-22,Platinum,Bills,227273,"Friday   ",,
Delhi," India",Female,2014-03-26,Gold,Bills,234200,Wednesday,,
Delhi," India",Female,2014-12-12,Signature,Bills,79053,"Friday   ",,
"Greater Mumbai"," India",Female,2015-03-01,Silver,Bills,49711,"Sunday   ",,
"Greater Mumbai"," India",Female,2014-10-29,Signature,Bills,203463,Wednesday,"Chhat Puja (Pratihar Sashthi/Surya Sashthi)","Restricted Holiday"
Bengaluru," India",Female,2014-07-29,Signature,Bills,196985,"Tuesday  ",,
"Greater Mumbai"," India",Female,2015-04-18,Gold,Bills,246457,"Saturday ",,
Delhi," India",Female,2013-11-05,Platinum,Bills,88344,"Tuesday  ","Bhai Duj","Restricted Holiday"
Bengaluru," India",Female,2014-08-27,Signature,Bills,167457,Wednesday,,
Bengaluru," India",Female,2014-03-04,Gold,Bills,254598,"Tuesday  ",,
Delhi," India",Female,2014-01-27,Platinum,Bills,102486,"Monday   ",,
"Greater Mumbai"," India",Female,2014-01-18,Silver,Bills,159428,"Saturday ",,
Bengaluru," India",Female,2014-01-28,Platinum,Bills,296987,"Tuesday  ",,
Ahmedabad," India",Female,2015-02-06,Signature,Bills,89418,"Friday   ",,
Delhi," India",Female,2015-02-26,Signature,Bills,77247,"Thursday ",,
Bengaluru," India",Female,2014-01-24,Gold,Bills,66542,"Friday   ",,
"Greater Mumbai"," India",Female,2014-11-27,Silver,Bills,194526,"Thursday ",,
Bengaluru," India",Female,2014-07-16,Signature,Bills,178119,Wednesday,,
Bengaluru," India",Female,2014-05-16,Gold,Bills,258653,"Friday   ",,
Delhi," India",Female,2014-11-02,Silver,Bills,97425,"Sunday   ",,
Delhi," India",Female,2014-05-23,Gold,Bills,223185,"Friday   ",,
"Greater Mumbai"," India",Female,2015-01-28,Gold,Bills,224750,Wednesday,,
Ahmedabad," India",Female,2014-01-17,Signature,Bills,103363,"Friday   ",,
"Greater Mumbai"," India",Female,2014-11-27,Platinum,Bills,49090,"Thursday ",,
Bengaluru," India",Female,2014-11-20,Platinum,Bills,140584,"Thursday ",,
Delhi," India",Female,2014-06-26,Platinum,Bills,61272,"Thursday ",,
Delhi," India",Female,2014-01-02,Silver,Bills,25200,"Thursday ",,
"Greater Mumbai"," India",Female,2013-12-09,Signature,Bills,249893,"Monday   ",,
Bengaluru," India",Female,2014-05-25,Gold,Bills,91325,"Sunday   ",,
"Greater Mumbai"," India",Female,2014-04-14,Silver,Bills,81641,"Monday   ","Ambedkar Jayanti",Observance
"Greater Mumbai"," India",Female,2014-04-14,Silver,Bills,81641,"Monday   ",Vaisakhi,"Restricted Holiday"
"Greater Mumbai"," India",Female,2015-04-14,Platinum,Bills,267700,"Tuesday  ","Ambedkar Jayanti",Observance
"Greater Mumbai"," India",Female,2015-04-14,Platinum,Bills,267700,"Tuesday  ",Vaisakhi,"Restricted Holiday"
"Greater Mumbai"," India",Female,2014-11-20,Silver,Food,193429,"Thursday ",,
Ahmedabad," India",Female,2014-04-22,Gold,Food,97674,"Tuesday  ",,
Bengaluru," India",Female,2014-03-08,Silver,Food,222579,"Saturday ",,
Bengaluru," India",Female,2015-03-19,Platinum,Food,194846,"Thursday ",,
"Greater Mumbai"," India",Female,2015-02-22,Signature,Food,62690,"Sunday   ",,
"Greater Mumbai"," India",Female,2015-02-08,Signature,Food,225614,"Sunday   ",,
Ahmedabad," India",Female,2013-10-20,Signature,Food,13879,"Sunday   ",,
Ahmedabad," India",Female,2015-02-04,Gold,Food,279579,Wednesday,,
Bengaluru," India",Female,2014-09-10,Gold,Food,253183,Wednesday,,
Bengaluru," India",Female,2014-05-10,Signature,Food,183197,"Saturday ",,
Bengaluru," India",Female,2014-08-27,Gold,Food,260046,Wednesday,,
Bengaluru," India",Female,2014-07-21,Gold,Food,95981,"Monday   ",,
Bengaluru," India",Female,2014-03-02,Gold,Food,157399,"Sunday   ",,
Delhi," India",Female,2014-02-20,Signature,Food,140041,"Thursday ",,
Ahmedabad," India",Female,2014-01-05,Platinum,Food,288339,"Sunday   ",,
Ahmedabad," India",Female,2014-01-02,Platinum,Food,49494,"Thursday ",,
Bengaluru," India",Female,2015-04-16,Platinum,Food,43954,"Thursday ",,
Bengaluru," India",Female,2013-11-30,Platinum,Food,35543,"Saturday ",,
"Greater Mumbai"," India",Female,2014-01-05,Signature,Food,12982,"Sunday   ",,
Delhi," India",Female,2014-04-02,Platinum,Food,213140,Wednesday,,
"Greater Mumbai"," India",Female,2013-10-22,Platinum,Food,95741,"Tuesday  ","Karaka Chaturthi (Karva Chauth)","Restricted Holiday"
Bengaluru," India",Female,2013-12-07,Platinum,Food,129144,"Saturday ",,
Ahmedabad," India",Female,2014-03-04,Gold,Food,115551,"Tuesday  ",,
Bengaluru," India",Female,2014-04-26,Gold,Food,57961,"Saturday ",,
Ahmedabad," India",Female,2015-01-04,Silver,Food,209527,"Sunday   ","Milad un-Nabi","Gazetted Holiday"
Ahmedabad," India",Female,2014-07-08,Gold,Food,15892,"Tuesday  ",,
Bengaluru," India",Female,2013-12-01,Signature,Food,155659,"Sunday   ",,
"Greater Mumbai"," India",Female,2014-06-17,Silver,Food,246215,"Tuesday  ",,
"Greater Mumbai"," India",Female,2014-10-15,Signature,Food,149465,Wednesday,,
Ahmedabad," India",Female,2014-08-22,Gold,Food,259694,"Friday   ",,
Delhi," India",Female,2014-02-23,Silver,Food,70009,"Sunday   ",,
"Greater Mumbai"," India",Female,2015-01-05,Gold,Food,233391,"Monday   ","Guru Govind Singh Jayanti","Restricted Holiday"
Ahmedabad," India",Female,2014-08-04,Silver,Food,35002,"Monday   ",,
Ahmedabad," India",Female,2015-04-18,Silver,Food,156519,"Saturday ",,
Bengaluru," India",Female,2014-04-22,Gold,Food,286786,"Tuesday  ",,
Bengaluru," India",Female,2014-09-18,Signature,Food,173244,"Thursday ",,
Bengaluru," India",Female,2014-12-31,Platinum,Food,195804,Wednesday,"New Year's Eve",Observance
Ahmedabad," India",Female,2015-02-09,Platinum,Food,162827,"Monday   ",,
Bengaluru," India",Female,2015-01-26,Signature,Food,20036,"Monday   ","Republic Day","Gazetted Holiday"
Bengaluru," India",Female,2014-07-17,Signature,Food,266125,"Thursday ",,
"Greater Mumbai"," India",Female,2014-03-10,Signature,Food,156531,"Monday   ",,
Ahmedabad," India",Female,2014-10-20,Signature,Food,288673,"Monday   ",,
Ahmedabad," India",Female,2014-10-13,Signature,Food,67474,"Monday   ",,
Delhi," India",Female,2014-09-28,Platinum,Food,220674,"Sunday   ",,
"Greater Mumbai"," India",Female,2014-04-24,Gold,Food,282988,"Thursday ",,
Bengaluru," India",Female,2014-08-24,Signature,Food,206308,"Sunday   ",,
Bengaluru," India",Female,2014-11-27,Platinum,Food,243074,"Thursday ",,
Ahmedabad," India",Female,2015-04-04,Signature,Food,247181,"Saturday ","First day of Passover",Observance
"Greater Mumbai"," India",Female,2014-08-08,Signature,Food,111842,"Friday   ",,
Delhi," India",Female,2015-03-23,Gold,Food,277079,"Monday   ",,
Delhi," India",Female,2015-01-28,Silver,Food,218638,Wednesday,,
Ahmedabad," India",Female,2014-11-14,Gold,Food,152216,"Friday   ",,
Delhi," India",Female,2015-04-14,Signature,Food,42620,"Tuesday  ","Ambedkar Jayanti",Observance
Delhi," India",Female,2015-04-14,Signature,Food,42620,"Tuesday  ",Vaisakhi,"Restricted Holiday"
Ahmedabad," India",Female,2014-01-12,Gold,Food,101639,"Sunday   ",,
"Greater Mumbai"," India",Female,2014-03-02,Silver,Food,102966,"Sunday   ",,
Bengaluru," India",Female,2015-03-10,Platinum,Food,127650,"Tuesday  ",,
"Greater Mumbai"," India",Female,2014-06-24,Platinum,Food,277737,"Tuesday  ",,
Bengaluru," India",Female,2015-03-19,Signature,Food,251805,"Thursday ",,
Ahmedabad," India",Female,2014-02-19,Signature,Food,288284,Wednesday,"Shivaji Jayanti","Restricted Holiday"
Bengaluru," India",Female,2013-10-22,Gold,Food,125290,"Tuesday  ","Karaka Chaturthi (Karva Chauth)","Restricted Holiday"
Bengaluru," India",Female,2014-08-20,Silver,Food,166602,Wednesday,,
Ahmedabad," India",Female,2014-04-14,Silver,Food,219097,"Monday   ","Ambedkar Jayanti",Observance
Ahmedabad," India",Female,2014-04-14,Silver,Food,219097,"Monday   ",Vaisakhi,"Restricted Holiday"
Bengaluru," India",Female,2015-03-26,Gold,Food,34082,"Thursday ",,
Bengaluru," India",Female,2014-05-08,Silver,Food,20573,"Thursday ",,
Bengaluru," India",Female,2013-10-28,Platinum,Food,245056,"Monday   ",,
Ahmedabad," India",Female,2013-12-20,Signature,Food,131847,"Friday   ",,
Delhi," India",Female,2015-01-16,Platinum,Food,276873,"Friday   ",,
Bengaluru," India",Female,2014-05-06,Silver,Food,138342,"Tuesday  ",,
Ahmedabad," India",Female,2015-01-09,Signature,Food,137292,"Friday   ",,
Ahmedabad," India",Female,2014-03-04,Signature,Food,147750,"Tuesday  ",,
Bengaluru," India",Female,2013-10-18,Signature,Food,2397,"Friday   ","Maharishi Valmiki Jayanti","Restricted Holiday"
Bengaluru," India",Female,2014-07-16,Gold,Food,31051,Wednesday,,
Delhi," India",Female,2014-10-01,Signature,Food,55137,Wednesday,"Maha Saptami","Restricted Holiday"
"Greater Mumbai"," India",Female,2013-11-08,Gold,Food,136040,"Friday   ","Chhat Puja (Pratihar Sashthi/Surya Sashthi)","Restricted Holiday"
Ahmedabad," India",Female,2014-12-08,Platinum,Food,181721,"Monday   ",,
Delhi," India",Female,2014-03-12,Signature,Food,81753,Wednesday,,
Ahmedabad," India",Female,2014-11-28,Platinum,Food,266386,"Friday   ",,
